title,skillset,category
Cyber Business Analyst,"Let’s get this out of the way early: while the role is titled
“Cyber Business Analyst”
, it’s much more than that. Think a balanced mix of traditional BA work, cyber GRC, and a touch of the technical.
It’s also a newly created role, so you won’t be inheriting someone else’s chaos.
Now, this won’t be the right fit for everyone. But for someone? It’ll definitely get their cogs turning.
Anyway, you want to know what’s in for you, so below are some of the things you’ll receive, and can expect, in this permanent role in Western Melbourne.
You’ll earn a base salary between $100k – $112k (super atop this), aligned w. your experience.
You’ll work a 9-day fortnight, with a regular RDO each and every 2-weeks.
You’ll enjoy a hybrid working model, currently 2 days in office each week.
You’ll receive free on-site parking. For some, this’ll be a life saver!
You’ll cop wellbeing days to spend however you like. Massage? Pilates? Sleep in? Long weekend? You do you.
You’re going to be working with an excellent Manager. This is purely subjective, we get it, but if you get along with warm people with senses of humour, and the drive to genuinely do good work, you’ll probably like who you’ll report to.
You’ll be joining an organisation who genuinely encourage better ways of working. Got an idea? Do it. Did it succeed? Great! Did it fail? No worries, dust yourself off and try again.
So, what will you be stepping into, and what will you be doing in this brand-new role?
You’ll be working in a lean, mean and very capable security team of 3 (you’ll be the 4th). There’s an overarching functional Manager, a Cyber Team Lead, and a Security Analyst you’ll be rubbing shoulders with. They’re all great people – warm, personable, humorous, caring.
Why does this role exist? Simply put, the function’s workload has outgrown what the current team can reasonably manage. Nice, organic growth, which this role will provide much-needed capacity across, allowing the Team Lead to focus on more strategic priorities and roadmap delivery.
A key gap is the lack of IDAM maturity and a formalised role-based access approach – something this role will help address. Your work will support and maintain these critical pieces of the organisation’s security posture.
Given the blended nature of the role, here are the main pillars you’ll be involved with, and what you’ll be tackling within each:
Business Analyst:
You’ll be engaging stakeholders, drawing out insights, teasing out the right information, and asking smart, targeted questions. Core BA skills, applied in a cyber context.
Governance, Risk & Compliance:
There’s plenty to dig into here, from aligning with multiple frameworks, to assessing risks, supporting audits, and managing controls. It’s hands-on, meaningful work that helps strengthen the organisation’s cyber posture.
Technical touchpoints:
You’re not expected to be in the deep weeds technically, but some fluency helps. You’ll need to get comfortable navigating tools (it’s a Microsoft environment – think Defender, Sentinel, etc.), and some other stuff. The good news? You’ll have plenty of support to get up to speed if it’s new territory for you.
Your split? 70% GRC and BA work, and 30% technical.
A deeper dive?
You’ll be conducting cyber risk assessments across frameworks like Essential 8, VPDSF, NIST, and giving well-informed advice to ensure alignment therein. You’ll support internal and external audits, and create a culture where risk is everyone’s responsibility across the org.
You’ll also be backing up the Security Analyst and filling gaps on the tools when needed, but you won’t be on the tools every day. At times, you’ll have things to do outside business hours. Sometimes planned, sometimes unplanned, but please rest assured that it’s not regular. An on-call roster will apply and acts as a mechanism to determine who responds to things like incidents if they occur, which we all know can be a reality in the cyber landscape. That said, you’ll cop an on-call allowance of $175 / week if that happens.
You'll also get involved with establishing and managing a role-based access control (RBAC) program across all business applications. This will include designing and maintaining the processes that govern how access rights are assigned, modified, and revoked, ensuring users have the appropriate level of access based on their role, and nothing more. You'll work closely with application owners, IT, and security stakeholders to implement a consistent, auditable approach to access management across the organisation (cue your BA skills).
You’ll be engaging with business stakeholders across various teams and functions, translating complex technical risks into clear business implications, and delivering actionable cybersecurity guidance. Playing nice with others is a must.
To succeed in a role like this, what will you need?
Let’s start by saying that this is something of a Goldilocks zone role. It probably won’t suit someone at the very, very start of their career as demonstrable experience is certainly required, and it’s probably not at the level that would suit an individual who’s been there and done that for many, many years. It’s likely somewhere in the middle.
So, can you point to some GRC chops with some technical nous? Are you able to ask good questions, listen intently to the answers, and translate business objectives? This might be for you.
The team currently work 2-days per week in the office, which is located in Melbourne’s western suburbs, +/- a 30 min drive from the CBD. We understand driving to Melbourne’s west isn’t everyone’s cup of tea so you’ll need to be happy with that arrangement but hey, you will have free parking.
It’s worth clarifying that you don’t need to be an Australian citizen for this role (being on a visa is fine), but you will need unlimited Aussie work rights. No sponsorship is available and those outside Australia can’t be considered, unfortunately.
So, let’s recap. If you can point to experience in the following, this could well be an excellent role to sink your teeth into and make your mark.
Cyber compliance / GRC experience (VPDSS, NIST, ISO27k, E8, PCI-DSS or other frameworks could transfer to this role).
Technical experience playing with different security tools and systems (experience with the Microsoft stack would be great).
BA skills across things like stakeholder management, information gathering, translating business goals into actionable insights, etc.
If any of this has piqued your interest, please consider applying. There’s much more information – technical and contextual – that can be shared with you on a confidential basis which may help you decide if this is the job for you.
HOW TO APPLY
Please know that any application you make is treated with utter confidentiality. The only people who will know you’ve applied are you & me. Reach out, and let’s chat about what you want.
Click APPLY and/or contact Michael directly on mpearman@decipherbureau.com for a 100% confidential, informal conversation where your privacy will absolutely be respected.
Decipher Bureau and the clients we partner with are committed to creating a diverse environment and are proud to be equal opportunity employers. All qualified applicants will be considered for employment without attention to race, colour, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.",1
Cyber Security Engineer,"Cyber Security Engineer - 12 Month Contract
Location:
Adelaide, SA
Clearance:
NV2 Security Clearance Required
Work Type:
Full-time, On-site
A high-profile Defence program is seeking an experienced
Cyber Security Engineer
to join their integrated workforce. This is a strategically vital role, delivering cybersecurity capability across complex systems in collaboration with Defence, industry, and international stakeholders.
Key Responsibilities:
Conduct comprehensive cyber security risk assessments for critical space domain systems.
Provide expert technical and procedural security advice across Defence ICT environments.
Analyse threat landscapes and develop tailored mitigation strategies.
Review and advise on hardware/software security features and assess vendor capabilities.
Lead and support security certification and accreditation activities.
Interpret security policy and contribute to Defence-aligned standards and frameworks.
Review system designs to identify and address security vulnerabilities.
Collaborate with technical teams, senior leadership, and external certification bodies.
Stay current with emerging cyber threats and lead continuous capability development.
Support program planning and delivery of secure ICT solutions.
Required Experience & Qualifications:
Demonstrated experience in cyber security engineering and risk assessment.
Knowledge of Defence security standards, policies, and certification frameworks.
Strong understanding of secure system design principles and ICT architecture.
Proven ability to engage stakeholders and communicate technical concepts clearly.
Current
NV2 security clearance
is
essential
.
Desirable:
Experience with satellite communications.
Relevant qualifications in computer science, IT, or cyber security.
Industry certifications (CISSP, CISM, CISA, etc.).
Familiarity with international cyber frameworks and Defence collaboration.
All applications should include your resume as a word document. For more information, visit our website, www.kinexus.com.au or contact James Griffiths on 03 9982 0314 #LI-JG",3
IT Security Architect - 2 Year FTC,"Evaluate and recommend security technologies to enhance the Bank's infrastructure
Provide expert advice to projects on information security architecture, solutions and controls
Hybrid work environment
We have a very exciting
2-year fixed term contract opportunity
to work in one of the best cyber security teams in Australia. This role sits within the Solutions and Consulting team in Security Services, and it has twofold responsibilities. First one focusing on evaluation, design of security architecture and implementation of security technologies. Second one is technical consulting on IT and business projects.
About the role
You will work with a team of dynamic IT Security professionals who are very passionate about information security. The security team consists of 50 people with diverse skills in the security area. This position offers the opportunity to work in a challenging, fast paced and team-oriented environment with a great culture.
About you
To be successful in this critical role you will possess:
Experience in conducting security risk assessments and advising on risk mitigation strategies.
Ability to document superior security architectures and security risk assessments.
Knowledge of IT security principles associated with networks, operating systems, firewalls, databases and Identity and access management with specialisation in one or more of the above fields.
Demonstrated expertise in 2 or more emerging technologies such as Cloud Security (Azure and Office365), Containers, DevOps, Application Security and Operational Technology or Industrial Control Systems (ICS)
Development of security patterns and guidelines to promote reuse of security services
You will have, or are working towards a security certification such as CISSP or SABSA or similar
Be More
Working for an organisation that truly makes a difference to the people of Australia, we can offer development and career opportunities in a collaborative environment that supports your growth, wellbeing and promotes flexibility. Your individual growth and success drives the RBA forward as an organisation. Be more means you can do more, for yourself and for Australia.
Why RBA?
The RBA makes an important contribution to the Australian economy through the pursuit of national economic policy objectives and associated activities in financial markets and banking. We also issue Australia's banknotes and operate infrastructure critical to the payments system, all of which contribute to the welfare of the Australian people.
Made up of specialists across a wide range of fields, our people, values, and culture play a critical role in achieving our objectives. Striving to be Open & Dynamic, we consider and incorporate different perspectives, work across teams and are transparent with each other, whilst delivering quality together effectively and focusing on outcomes by prioritising, testing, learning, and refining as we go.
Our people conduct themselves with a high degree of integrity, while striving for excellence in the work they perform and the outcomes they achieve. We encourage intelligent inquiry, and we treat one another with respect while promoting the public interest through our efforts.
We know it is the growth and success of our people that drives the RBA forward. Come and make a bigger contribution while you build and develop your own skills too, because being more means you can do more, for yourself and for Australia.
The Reserve Bank of Australia is committed to equity, diversity and inclusion through key initiatives. We welcome and encourage applicants from diverse backgrounds to apply, including Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse background, those living with a disability and from the LGBTQ+ community. We are committed to making the recruitment process fair and equitable for all our candidates.",2
Vulnerability Specialist,"Our client is hiring a Vulnerability Specialist position in Sydney. You will lead the end-to-end vulnerability management process across several customers, use advanced tools, work with technical teams to resolve issues, and provide clear remediation insights. Salary: $110K-$140K + Super + Bonus
Key Responsibilities:
As a
Vulnerability Specialist
, your main focus will be ensuring the security of customer infrastructure by identifying and mitigating risks. Using cutting-edge vulnerability detection tools, you will assess risks and offer guidance on remediation. This role requires close collaboration with teams across the Cyber Security division, as well as other technical departments, to build a strong defense against current and emerging threats.
Manage vulnerability lifecycle across multiple client environments
Work with technical teams to coordinate the remediation and mitigation of vulnerabilities
Generate vulnerability reports in line with customer compliance requirements
Lead meetings on Vulnerability Management with technical and executive-level stakeholders
Foster strong relationships with key customer representatives
Contribute to enhancing the company's vulnerability management processes and improving workflows
What You'll Bring:
As an ideal candidate, you will have extensive experience handling vulnerabilities across different platforms. Your strong technical background, combined with excellent analytical and problem-solving capabilities, will make you a valuable asset. Experience with SIEM/log collection and correlation platforms will also be crucial. You'll thrive in a fast-paced environment, demonstrating the ability to innovate and adapt under pressure.
At least 2 years of experience managing vulnerabilities across various platforms
Strong hands-on experience with different vulnerability management platforms such as: Rapid7, Defender, Qualys, Tenable
Previous experience with SIEM/log collection and correlation tools is beneficial
Recent experience in vulnerability management, particularly within large enterprise, corporate, or government settings
Exceptional problem-solving skills, with an ability to prioritize and meet deadlines
Demonstrated ability to innovate and operate under pressure with multiple stakeholders
Aboriginal and Torres Strait Islander Peoples are encouraged to apply.
To apply please click apply or call Cody Berry on 02 8289 3123 for a confidential discussion.",0
Cyber Security Manager,"Tell me about this role:
We are currently looking for an NV1 cleared Cyber Security Manager to join our team on a permanent basis. The Cyber Security Manager is responsible for hands on technical focused leadership, delivering support services, specialist hardware/software vulnerability monitoring, cyber supply chain risk management, Defensive Cybersecurity and incident response.
This role offers uncapped training and development opportunities as well as other benefits including subsidised parking, flexible working and different leave arrangements including paid parental, study, reserve and volunteer leave.
What will I be doing day to day?
Conduct of vulnerability management activities across all program products
Maintain and execute the Cyber Supply Chain Risk Management Plan
Manage and develop SOC capabilities and SOC analysts
Lead threat hunt planning, execution and reporting
Analyse and apply Cyber Threat Intelligence (CTI) to program products
Cyber Security stakeholder engagement within broader Defence Digital Group and Defence Department
What sort of skills do I need?
ICT Security Governance, Risk and Compliance (GRC) or equivalent experience
Leadership in Security Operations Center environment
Extensive experience with Splunk, VMware, vSphere.
Threat modelling, threat hunt planning and execution
Strong communication skills
Process orientated with good attention to detail
Minimum NV1 security clearance
What’s in it for me?
Flexibility -
We like our employees to have the flexibility they need to live the lives they choose. With flexible working options such as remote working.
Inclusion -
Our employees should feel safe bringing their whole self to work, we offer a number of programs promoting inclusion.
Benefits and Rewards –
Our benefits and rewards includes additional superannuation; flexible leave options; salary continuation insurance; professional certification bonus; employee discount program.
Amentum: Trusted Partner in National Security
Amentum is a key service provider to the Australian Government, supporting critical national security and defence capabilities across land, air, maritime, cyber, space, nuclear, and digital domains.
With over 880 professionals nationwide, we deliver complex infrastructure, logistics, and technical solutions with a strong focus on quality, safety, and innovation.
With 27+ years of experience and a presence in major cities and regions, we’re proud of our people—our greatest asset. Join us and be part of a high-performing team with exceptional benefits and career opportunities.
Apply directly or reach out to Jeremy Parkinson,
jeremy.parkinson@global.amentum.com.",4
Security Architect,"What makes Cognizant a unique place to work? The combination of rapid growth and an international and innovative environment! This is creating many opportunities for people like YOU — people with an entrepreneurial spirit who want to make a difference in this world.
At Cognizant, together with your colleagues from all around the world, you will collaborate on creating solutions for the world's leading companies and help them become more flexible, more innovative, and successful. Moreover, this is your chance to be part of the success story.
Your day-to-day will entail:
Security Operations & Incident Response
Lead threat detection, investigation, and remediation efforts using tools such as IBM QRadar, Splunk, CrowdStrike Falcon, Microsoft 365 Defender, and Sentinel One.
Perform real-time and retrospective analysis of logs, alerts, and PCAP files to detect malicious activity using Wireshark and SIEM platforms.
Conduct static and dynamic malware analysis and coordinate with threat intelligence teams for actionable IOCs.
Develop, tune, and maintain incident response playbooks, ensuring alignment with organizational risk posture.
Implement and maintain a Zero Trust Architecture, securing access through strong authentication, micro-segmentation, and continuous monitoring.
Leverage ZTNA principles in cloud and hybrid environments, ensuring strict verification for every access request regardless of location or device.
Integrate identity-based access controls across firewalls, VPNs, and cloud platforms to support secure remote access and workload isolation.
Collaborate with network, AD, and cloud teams to establish secure perimeters and enforce device trust and user validation.
Maintain comprehensive visibility and lifecycle management of IT/OT assets using tools like Axonius and CrowdStrike.
Implement robust endpoint security across environments including manufacturing and lab systems.
Integrate asset inventory with vulnerability management processes to ensure accurate risk scoring and prioritization.
Classify assets based on risk level, business criticality, and compliance needs
Conduct vulnerability assessments using Nessus, and CrowdStrike, and coordinate remediation with system owners.
Document and track security incidents, risks, and mitigation strategies through centralized dashboards and reports.
Collaborate with leadership to deliver executive-level reports and insights on security posture, incidents,
Build automation scripts and workflows to reduce manual effort in detection, remediation, and reporting.
Create custom correlation rules, dashboards, and threat detection content in Splunk.
Implemented and managed Zero Trust Network Access (ZTNA) to enforce secure, identity-aware access to applications and data across hybrid environments.
Configured ZTNA policies for application segmentation, reducing lateral movement and enhancing the overall Zero Trust posture.
Monitored and analyzed web and application traffic through the ZTNA cloud platform to detect anomalies and enforce security policies.
Created dynamic ZTNA policies based on user identity, device posture, location, and risk score to limit exposure and secure remote access.
Leveraged Secure Web Gateway (SWG) capabilities to inspect web traffic, block malicious downloads, and prevent data exfiltration.
Deployed and maintained Cybersecurity Asset Management’s platform to achieve complete, centralized asset visibility across the enterprise.
Created dynamic queries to detect unmanaged, non-compliant, or vulnerable assets and trigger automated remediation workflows.
Utilized Asset management tools to correlate data across IT and security systems, enabling real-time identification of security gaps and misconfigurations.
Supported compliance audits and reporting through Asset management tool dashboards detailing asset security posture, patch status, and tool coverage.
Leveraged Asset management tools for continuous asset lifecycle tracking, software licensing checks, and enforcement of security baselines
Technical Skills & Tools that will see you succeed in the role:
Endpoint Security: Microsoft 365 Defender, CrowdStrike and/ or Sentinel One
SIEM & EDR: IBM Qradar, Splunk, CrowdStrike Falcon, Sentinel One (SME in any one of the tools)
Asset Management: Axonius, CrowdStrike Asset Inventory, AD Asset Integration (SME in any one of the tools)
Vulnerability Tools: Nessus, IBM AppScan, OSINT, Joe Sandbox (basic and good to have)
Firewalls & Networking: Fortinet, Palo Alto, DNS, TCP/IP, DHCP, IPS/IDS (basic knowledge)
Email Security: Proofpoint, DarkTrace, Mimecast (basic/ good to have)
Preferred Qualifications:
Bachelor’s or Master’s in Cybersecurity, Computer Science, Information Systems, or related field.
Relevant certifications: CISSP, CISM, CEH, Microsoft Certified: Azure Security Engineer, CompTIA Security+, or similar
Next Steps:
If you feel this opportunity suits you, or Cognizant is the type of organization you would like to join, we want to have a conversation with you! Please apply directly with us.
For a complete list of open opportunities with Cognizant, visit http://www.cognizant.com/careers. Cognizant is committed to providing Equal Employment Opportunities. Successful candidates will be required to undergo a background check.",2
Infrastructure & Security Specialist,"About the Role
Newington College is seeking an Infrastructure & Security Specialist who combines deep hands-on technical capability with strategic solution design. This role is ideal for a professional who enjoys actively managing and securing Microsoft-based infrastructure, while also contributing to the integration and evolution of the College’s technology ecosystem.
Working as part of the Infrastructure Team, you will take ownership of the day-to-day administration of core systems including Microsoft 365, Azure, and Azure Stack HCI, while playing a key role in implementing the College’s cyber security strategy. You will be actively involved in projects that enhance our cloud posture, modernise our platforms, and support our digital transformation.
This role offers the opportunity to both build and operate, ensuring the environment is robust, secure, and aligned with the strategic needs of a busy and growing educational institution.
The position is a member of the Infrastructure Team; however, it is expected that the successful candidate can contribute to cross functional teams across the wider organisation. This is a permanent role, based at our Stanmore senior campus with the potential for hybrid work where appropriate.
Further details about this position can be obtained by contacting
Mr Grant Joslin, IT Infrastructure Manager
at
gjoslin@newington.nsw.edu.au or (02) 9568 9333.
For a copy of the Position Description, please contact Human Resources at hr@newington.nsw.edu.au.
About You
It would be expected that the successful candidate will have:
Extensive hands-on experience with Azure, Microsoft 365, Entra ID, Intune, Power Platform, and Defender XDR.
Strong working knowledge of Azure Stack HCI and hybrid environments
Experience with network and endpoint security appliances
Ability to both manage daily operations and contribute to solution architecture and project delivery
Experience supporting education environments or user bases with diverse needs
Solid scripting ability (e.g., PowerShell) and automation mindset
Excellent stakeholder communication and documentation skills
An understanding and adherence to the College’s Child Safeguarding policies and practices
A contribution to the continuous improvement of Child Safeguarding at Newington.
It is recommended that you use this information, the information contained on the College website and your own initiative to present a curriculum vitae that reflects you, your career to date and your priorities.
About the College
Newington College is a school bustling with opportunity and rigour. We aim to teach students to think critically, stretch their learning and approach life with curiosity and open-mindedness. That also applies to everyone who works here - from teachers and grounds staff to the finance and admissions teams.
Teaching staff are highly skilled, dedicated to bringing out the best in each student – and each other. They instil a breadth of knowledge in their students and an understanding of how to think and question both inside the classroom and out, as they help prepare them for life in a rapidly changing world. Newington has a community of educators who take their vocation seriously, are dedicated, supportive of each other and respected by their peers and students. We ensure the resources are available to make the most of every opportunity.
Founded in 1863 by the Uniting Church, Newington College is an ELC to Year 12 school in Sydney’s humming inner west and the north shore. From 2026, the College will begin our exciting transition to co-education, welcoming girls into Kindergarten and Year 5. The College has more than two thousand students across five vibrant campuses and is a member of the GPS Association of NSW. Our mission is to empower students to develop great hearts, inspired minds and strong wings, ready to make a positive contribution to society and the future.
What else sets us apart? We strive to create a culture underpinned by our diverse and inclusive community – students, parents, carers, staff, alumni and our neighbours. The College is supported by a strong sense of integrity, respect, honesty, fairness and responsibility. Collaboration and support are also key, so we ensure all staff have the resources available to make the most of every opportunity.
If our approach appeals to you – and if you think you could help us achieve our goals – we’d like to hear from you.
Further information about the College, its programs and its strategic plans are available on the College website: www.newington.nsw.edu.au
Newington's Commitment to Child Protection
The College is a ‘Child Safe Organisation' committed to ensuring the safety, welfare and wellbeing of all children and young people at the College and is dedicated to protecting them from abuse and harm. All children and young people who come to Newington have a right to feel and be safe.
Successful applicants will be subject to employment screening processes with the Office of the Children’s Guardian and will be required to provide a current Working with Children registration number.  In addition, teaching staff will be expected to possess a current First Aid qualification.
To Apply:
To be considered, applicant must:
be eligible to work in Australia that means holding appropriate and current visa or be Australian citizen
submit their application in a PDF formatted document containing an updated resume and cover letter. The entire document should not exceed 6 pages
apply electronically via this SEEK page or Newington Career page: https://www.newington.nsw.edu.au/about-newington/careers/
apply as soon as possible, as interviews may be conducted upon receipt of applications, not necessarily following the application closing date.
Applications close on
Friday, 18 July 2025.",0
Digital Forensics Analyst (eDiscovery),"You are
a problem solver with a background in eDiscovery or digital forensics.
We are
one of the best and most advanced Cyber Security teams in Australia.
Together we can
contribute to protecting the Group, Customers and Community.
See yourself in our team:
The Technology division delivers the Group's information technology and banking operations functions to ensure the highest levels of customer service through world-class process excellence and technology innovation. Cyber Security protects the bank and our customers from theft, losses, and risk events, through effective and proactive management of cyber security, privacy and operational risk.
We support our people with the flexibility to balance where work is done with at least half your time each month connecting in office. We also have many other flexible working options available including changing start and finish times, part-time arrangements and job share to name a few. Talk to us about how these arrangements might work for you.
Due to the nature of the work this role will require you to be located in Sydney only.
Your new team:
Cyber Defence Operations (CDO) protects the group and our customers from theft, losses, and risk events, through effective and proactive management of cyber security, privacy and operational risk. We provide services that enable the measurement and management of operational, technology and security risks in an efficient and effective manner.
Do Work that matters:
As a member of the Digital Forensics team your responsibilities will be to assist in providing eDiscovery and Digital Forensic services to all business units within the Bank.
You will also:
Work with business stakeholders to respond to workplace relations, group investigations, legal or regulatory requests to identify, collect, analyse, and produce investigation results.
Conduct digital forensic acquisition and analysis of computer systems and mobile devices, whilst adhering to chain of custody and evidence handling best practices.
Provide support and subject matter expertise to business stakeholders in order to support ongoing digital forensic investigations matters.
Work with the team to ensure high quality delivery of forensic services including and perform rigorous quality control checks against all incoming or outgoing investigation results or data.
We are interested in people who:
Have a background in eDiscovery and digital forensics with the ability to work across a large and complex environment. You will have strong stakeholder management expertise, as well as being able to work on end-to-end projects and operational requirements across the organisation.
You will bring:
Background in Microsoft Purview eDiscovery is
essential
, along with experience of data processing using tools such as Relativity or NUIX.
Hands-on experience querying, extracting, and analysing log data from platforms such as Splunk, Microsoft Sentinel, Exabeam, or Elastic (ELK stack), using query languages like SPL, or KQL is
highly desirable.
Experience of computer and mobile device forensics tools such as (not limited to) FTK, EnCase, Axiom, Forensic Explorer, Cellebrite, Verakey is
highly desirable.
Experience in local IT infrastructure management (Windows update, NAS configuration, LAN setup) at CompTIA A+ level is
desirable.
Have experience in other forensic technologies such as but not limited to disk duplicators.
Excellent written and verbal communication skills ideally having experience in consulting on forensic and investigative matters.
Strong analytical and problem-solving skills and have a high attention to detail.
If this role is of interested to you, please apply directly, or reach out to have a confidential discussion in more detail.
Whether you're passionate about customer service, driven by data, or called by creativity, a career here is for you.
Our people bring their diverse backgrounds and unique perspectives to build a respectful, inclusive and flexible workplace.
We are working hard to build a team of people who represent the rich diversity of our customers and communities. If you're excited about this opportunity but you don't meet every single requirement, or your experience doesn't align perfectly, we still want to encourage you to apply. You may just be the perfect candidate for this opportunity or another within CommBank.
At CommBank we will inspire you with work that makes a difference, surround you with talented people that respect and value each other, and empower you to grow professionally and personally. Most of all, making
a positive impact for customers, communities and each other is part of our every day.
We're determined to make a real difference for Australia's first peoples. We encourage all interested applicants to apply.
If you're already part of the Commonwealth Bank Group (including Bankwest), you'll need to apply through Sidekick to submit a valid application. We're keen to support you with the next step in your career.",1
DevOps Engineer – Join a Mission-Driven Cyber Security & Defence Firm,"Ready to take your DevOps career to the next level while helping protect people and infrastructure across the globe? We're looking for a
talented and proactive DevOps Engineer
to join an innovative engineering team based in
Sydney's Macquarie Park
, working on cutting-edge solutions in the
cyber security space
.
This is your chance to step into a dynamic role where you'll be more than just support—you’ll be at the heart of designing, deploying, and refining powerful systems that make a real-world impact.
🔧 What You’ll Do As a DevOps Engineer, you'll get hands-on with:
Designing infrastructure
and conceptualising solutions that solve complex technical challenges.
Building and maintaining
robust systems using VMs, containers, and cloud/on-prem infrastructure.
Collaborating
with development teams on everything from release pipelines to performance tuning.
Deploying products
into the field and ensuring smooth support experiences for end-users.
Improving services
through rigorous testing, system monitoring, and automation best practices (CI/CD).
Investigating issues
, diving deep into logs and code, and making meaningful product suggestions.
You’ll be a key player in a tight-knit delivery team with exposure to product development, customer engagement, and real-world security applications.
🧠 What You Bring We’re looking for someone who is:
Experienced in
DevOps, Site Reliability, or Systems Engineering
roles.
Comfortable with
containerised environments
(Kubernetes, OpenShift).
Proficient in one or more programming languages such as
Python, Java, C#, Ruby or JavaScript
.
Skilled in
automation pipelines
, test-driven development, and continuous delivery.
A
natural problem solver
with a passion for digging into system performance and improving engineering workflows.
An
effective communicator
who thrives in collaborative environments.
Bonus: A degree in Engineering, IT, or Telecommunications—and a proactive mindset that never stops optimising.
🧩 Why You’ll Love It Here
Flexible work environment, with an office in Macquarie Park
.
Diverse, impactful projects
in a niche and vital sector of cybersecurity.
A role that blends
engineering, operations, and innovation
.
Opportunities to shape product development and be a part of something meaningful.
📌 Additional Info
Australian Citizenship required
(eligibility for security clearance is mandatory).
You'll join a mission-focused team creating products that
make the world a safer place
.
👉 If you're ready to engineer real-world impact and love solving complex technical challenges in a collaborative environment, we want to hear from you!",3
Security Operations Team Lead,"Job Description
Based in Melbourne Australia, MedHealth are currently seeking someone with a high level of initiative, an outgoing personality, and a professional can-do attitude to join our team.
The Security Operations Team Lead is responsible for coordinating and delivering day-to-day operational cybersecurity activities, with a focus on incident response, security tools management, and ticket escalations.
This is a hands-on technical role that provides leadership and guidance to the security operations and engineering team while ensuring the effective operation of core cybersecurity capabilities across the enterprise.
Working closely with the Cyber Security Manager, this role will support the secure operation of systems and services, lead technical responses to threats, and continuously improve the organisation’s cyber resilience.
Lead and coordinate the daily operations of security operations for security alerts and incidents, ensuring timely investigation and response.
Manage and optimise the operation of core security tools (e.g., SIEM, EDR, CASB, DLP, CSPM, vulnerability scanners).
Maintain operational runbooks, processes, and reporting metrics to support consistent and effective service delivery.
Provide guidance and oversight for BAU security initiatives, collaborating with senior engineers and project teams.
Coordinate resource planning and task assignment for day-to-day security operations
Act as the primary escalation point for complex technical security incidents and coordinate cross-functional investigation and remediation.
Drive root cause analysis and post-incident reviews, contributing to continuous improvement efforts.
Support the integration of threat intelligence and detection engineering into operational workflows.
Contribute to the design, implementation, and continuous improvement of security architectures and control solutions.
Ensure that operational security activities are aligned with enterprise risk and compliance requirements.
Provide day-to-day leadership and mentoring to security team, supporting their development and technical growth.
Promote a collaborative and high-performance culture within the security operations team.
Qualifications
5+ years of experience in technical cybersecurity roles, with a focus on security operations or engineering.
Demonstrated experience managing or coordinating incident response and operational cybersecurity workflows.
Experience leading a team or acting as senior role within a larger team.
Hands-on expertise with enterprise security tools (e.g., SIEM, EDR, vulnerability scanners, CASB, DLP, cloud security platforms).
Strong grasp of modern attack techniques, TTPs (e.g. MITRE ATT&CK), and threat actor behaviours.
Strong Cloud (Microsoft Azure) and Office 365 knowledge
Solid understanding of networking, operating systems, cloud infrastructure (Azure), and identity systems.
Relevant certifications desirable (e.g., GCIA, GCIH, CISSP, Azure/AWS Security, OSCP).
Additional Information
You are welcome here.
Our fast-growing team of more than 3,500 people around Australia represent a huge array of life experiences, skills and ways of thinking. We value all these differences.
We are an Equal Opportunity Employer, proudly welcoming people with disability including mental health conditions, people from diverse cultural and linguistic backgrounds, people from the LGBTQI community, veterans, carers and Indigenous Australians to our team.
We are happy to adjust our recruitment process to support accessibility needs.",3
Cyber Security Engineer,"Closing Date:
2pm Tuesday 10 June 2025
face2face reference:
643155
Location:
Across Australia
Contract Duration:
12 Months + 12-Month Extension/s
Why Join?
Improve the agency’s ability to detect and respond to cyber threats
Design and develop core security platforms such as SIEM and SOAR
Ensure security is integrated into all digital projects and systems
Introduce automation to enhance efficiency and reduce manual tasks
Support compliance with government cyber security policies and standards
Mentor junior staff and simplify complex security processes for the team
About the Role
The Senior Cyber Security Engineer leads the development and enhancement of critical security platforms like SIEM and SOAR to protect the agency’s digital assets. They collaborate closely with internal teams to integrate security solutions into projects and improve automation. The role also involves mentoring junior staff and creating clear documentation to support ongoing security operations.
Key Responsibilities
Develop and improve SIEM, SOAR, and threat intelligence platforms
Collaborate with teams and stakeholders to deliver secure technology solutions
Implement automation and orchestration to enhance cyber defence capabilities
Continuously refine processes to strengthen the agency’s security posture
Produce documentation including architectural designs and standard operating procedures
Provide specialist advice and mentor junior cyber security staff
Skills & Experience
Strong experience with SIEM platforms like Splunk or Microsoft Sentinel
Expertise in vulnerability management and threat intelligence tools
Proven skills in automation and orchestration of security processes
Ability to develop clear security documentation and architectural designs
Experience collaborating with cross-functional teams and stakeholders
Capability to mentor junior staff and provide technical guidance
Australian Citizenship & Ability to obtain Baseline Security Clearance is a mandatory requirement for this position.
If you have any questions or would like more details, don’t hesitate to reach out to
Urvish Kahar
at
urvish.kahar@f2frecruitment.com.au",3
